Price,Carat,Clarity,Color,Cut,Table,Length,Width,Depth,DepthPercentage
7911,1.55,VS2,J,Premium,59,7.47,7.5,4.54,60.7
7916,1.02,VS1,F,Ideal,56,6.47,6.5,3.99,61.5
7927,1.28,SI1,E,Very Good,59.1,6.99,7.05,4.21,59.8
7928,1.21,VS1,H,Ideal,54,6.81,6.78,4.26,62.8
7928,1.43,SI1,E,Fair,56,7.1,7.03,4.61,65.1
7931,1.46,SI2,G,Premium,59,7.34,7.29,4.35,59.5
7934,1.01,VVS2,G,Ideal,54,6.5,6.53,3.97,60.9
7938,1.21,VVS2,I,Ideal,56,6.83,6.87,4.2,61.3
7943,1.65,SI1,J,Very Good,58,7.49,7.62,4.65,61.5
7945,1,VVS1,G,Very Good,58,6.46,6.53,3.94,60.7
7946,1.23,VS1,H,Ideal,54,6.87,6.89,4.27,62.1
7950,1.56,SI1,I,Fair,62,7.26,7.23,4.68,64.6
7953,1.59,VS2,J,Premium,59,7.45,7.43,4.66,62.6
7954,1.07,VS2,D,Premium,59,6.63,6.58,4.02,60.9
7955,1.21,SI1,E,Ideal,56,6.83,6.88,4.26,62.1
7966,1,VS1,D,Ideal,55,6.4,6.43,4,62.4
7968,1.53,VS1,I,Ideal,57,7.36,7.3,4.61,62.9
7971,1.53,SI1,I,Very Good,58,7.26,7.31,4.61,63.3
7972,1.17,VS1,G,Good,64,6.82,6.77,4.08,60
7974,1.01,IF,G,Very Good,60,6.31,6.35,3.99,63
7975,1.07,VVS2,G,Very Good,57,6.46,6.56,4.09,62.8
7978,1.09,VS2,E,Ideal,55,6.55,6.6,4.1,62.4
7983,1.5,VVS2,J,Premium,62,7.25,7.22,4.54,62.8
7985,1.3,SI1,G,Very Good,57,7.01,7.06,4.29,61
7990,1.52,SI2,I,Ideal,58,7.29,7.33,4.57,62.5
7991,1.53,SI2,H,Very Good,60,7.36,7.43,4.54,61.4
7992,1.09,VS1,G,Ideal,54,6.65,6.7,4.12,61.7
7999,1.34,VS2,H,Ideal,55,7.18,7.12,4.35,60.8
8001,1.57,SI2,F,Premium,60,7.49,7.43,4.49,60.2
8005,1.02,VVS1,G,Premium,59,6.39,6.36,3.96,62.1
8005,1.02,VVS1,G,Good,58,6.4,6.37,4.06,63.6
8008,1,VVS1,F,Very Good,56,6.32,6.37,4,63
8010,1.51,SI1,H,Fair,56,7.03,6.99,4.66,66.5
8014,1.22,VVS2,H,Ideal,56,6.83,6.87,4.26,62.2
8016,1.01,VVS2,G,Premium,58,6.45,6.49,3.96,61.2
8017,1.14,VS2,F,Ideal,56,6.73,6.78,4.14,61.4
8019,1.13,VVS2,G,Premium,58,6.73,6.68,4.12,61.4
8021,1.53,SI2,I,Ideal,58,7.4,7.42,4.55,61.4
8033,1.51,SI1,F,Premium,57,7.36,7.28,4.54,62
8036,1.25,VVS2,H,Ideal,57,7,6.97,4.23,60.6
8039,1.5,VS1,J,Very Good,58,7.29,7.33,4.51,61.7
8044,3,I1,H,Fair,57,8.93,8.84,5.97,67.1
8044,1.7,SI1,I,Premium,56,7.65,7.55,4.68,61.6
8048,1.88,SI2,J,Good,59,8.16,8.11,4.71,57.9
8050,1.51,SI2,F,Very Good,58,7.29,7.22,4.6,63.4
8051,1.13,VS1,G,Ideal,56,6.71,6.73,4.13,61.5
8057,1.09,VS1,F,Premium,58,6.63,6.67,4.05,60.9
8057,1.58,SI1,J,Very Good,57,7.47,7.54,4.62,61.6
8057,1.09,VVS2,G,Ideal,55,6.66,6.61,4.08,61.5
8062,1.22,VS2,G,Premium,56,6.94,6.85,4.21,61.1
8062,1.53,SI2,I,Ideal,59,7.42,7.39,4.54,61.3
8064,2,I1,H,Fair,57,7.81,7.72,5.19,66.8
8065,1.01,VVS2,D,Premium,59,6.36,6.3,3.94,62.2
8069,1.24,VVS2,H,Ideal,56,6.92,6.86,4.27,62
8072,1.12,VVS1,G,Very Good,60,6.78,6.91,4.03,58.9
8073,1.51,SI1,I,Very Good,60,7.37,7.33,4.51,61.4
8074,1.12,VS2,F,Ideal,56,6.59,6.63,4.14,62.6
8076,1.55,VS1,J,Good,56,7.44,7.52,4.66,62.3
8077,1.01,VS1,F,Ideal,57,6.52,6.49,3.96,60.9
8079,1.23,SI1,D,Very Good,57,6.8,6.87,4.26,62.3
8081,1.5,SI1,I,Very Good,59,7.16,7.08,4.52,63.5
8093,1.06,VS1,G,Ideal,55,6.53,6.56,4.04,61.7
8095,1.53,SI2,G,Very Good,58,7.38,7.41,4.52,61.1
8098,1.04,VVS2,G,Premium,58,6.51,6.47,4.01,61.8
8100,1.05,VS1,F,Ideal,55,6.53,6.5,4.06,62.3
8101,1.01,VS1,D,Very Good,59,6.37,6.34,4.01,63.1
8108,1.5,SI2,D,Premium,59,7.2,7.23,4.52,62.6
8109,1.34,VS2,H,Good,60,7.15,7.19,4.24,59.1
8109,1.77,SI2,J,Good,60,7.61,7.65,4.84,63.4
8110,1.26,SI1,H,Ideal,56,6.88,6.93,4.26,61.6
8118,1.67,SI2,H,Premium,60,7.57,7.52,4.72,62.6
8120,1.07,VVS2,G,Ideal,57,6.56,6.46,4.09,62.8
8120,1.01,IF,G,Premium,61,6.45,6.41,3.86,60
8127,1.5,SI1,I,Very Good,60,7.46,7.43,4.49,60.3
8127,1.52,SI2,H,Premium,62,7.6,7.53,4.44,58.7
8133,1.57,VS1,H,Fair,66,7.85,5.75,3.87,67.3
8133,1.23,VS2,G,Ideal,54,6.92,6.89,4.25,61.5
8133,1.01,VS1,F,Ideal,54,6.42,6.44,3.99,62.1
8135,1.51,SI2,E,Premium,61,7.57,7.51,4.47,59.3
8138,1.6,SI1,J,Ideal,55,7.46,7.53,4.66,62.2
8139,1.21,VS2,F,Premium,58,6.89,6.84,4.21,61.3
8139,1.28,VS2,G,Premium,60,6.95,6.89,4.3,62.1
8145,1.07,VVS2,G,Ideal,54,6.54,6.56,4.08,62.3
8150,1.2,VS1,G,Very Good,57,6.84,6.75,4.25,62.5
8163,1.33,SI1,F,Very Good,56,6.91,6.95,4.39,63.3
8163,1.01,VVS2,G,Premium,58,6.49,6.45,3.96,61.2
8164,1.3,SI1,F,Premium,59,7.01,6.97,4.29,61.4
8165,1.5,VS2,H,Good,60,7.16,7.08,4.58,64.3
8174,1.55,SI2,H,Very Good,61,7.31,7.34,4.58,62.5
8181,1.02,VS1,D,Premium,58,6.52,6.47,3.98,61.3
8181,1.02,VS1,D,Ideal,56,6.55,6.48,3.94,60.5
8185,1.16,VS2,D,Ideal,57,6.73,6.7,4.17,62.1
8190,1.5,SI1,I,Premium,62,7.46,7.43,4.36,58.6
8190,1.5,SI2,E,Fair,68,7.39,7.3,4.4,59.9
8190,1.5,SI2,G,Good,57,7.29,7.2,4.66,64.3
8202,1.52,VVS2,J,Premium,62,7.61,7.49,4.4,58.3
8203,1.51,VS2,J,Ideal,56,7.37,7.4,4.54,61.5
8205,1.53,VS1,J,Premium,59,7.51,7.47,4.5,60.1
8213,1.22,VS2,G,Premium,58,6.84,6.91,4.25,61.8
8216,1.4,VS2,F,Fair,56,6.83,6.76,4.52,66.5
8219,1.06,VS1,E,Very Good,60,6.68,6.75,4,59.6
8220,2.33,I1,H,Premium,58,8.64,8.56,5.22,60.7
8220,1.62,SI2,I,Ideal,57,7.51,7.57,4.69,62.2
8221,1.57,SI1,J,Ideal,57,7.51,7.4,4.65,62.4
8223,1.4,SI1,H,Premium,58,7.16,7.12,4.44,62.2
8225,1.04,IF,G,Very Good,58,6.47,6.6,4.03,61.7
8226,1.25,SI1,G,Ideal,56,6.98,7.05,4.26,60.7
8231,1.32,SI1,G,Ideal,57,7.02,7.05,4.37,62.1
8233,1.11,VS1,F,Very Good,58,6.63,6.7,4.14,62.1
8238,1.26,VS1,H,Ideal,57,6.97,6.99,4.25,60.9
8239,1,VVS2,G,Ideal,56,6.47,6.5,3.97,61.2
8239,0.9,VVS1,D,Good,58,6.01,6.1,3.81,62.9
8242,1.51,SI1,I,Good,57,7.25,7.32,4.55,62.5
8244,1.02,VS1,E,Ideal,57,6.59,6.52,3.94,60.1
8248,1.03,VVS1,G,Ideal,56,6.5,6.54,4.04,62
8253,1.13,VS2,E,Ideal,54,6.66,6.7,4.14,62
8258,1.52,VS1,J,Premium,59,7.36,7.31,4.58,62.4
8258,1.54,SI1,I,Premium,59,7.42,7.46,4.53,60.9
8261,1.31,VS2,H,Ideal,57,7.02,7.06,4.35,61.8
8265,1.01,VS1,D,Premium,58,6.38,6.41,3.99,62.4
8265,1.01,VVS2,F,Very Good,56,6.34,6.4,4.01,63
8266,1.2,VS2,F,Premium,62,6.69,6.62,4.18,62.8
8271,1.39,VVS2,I,Ideal,53,7.21,7.22,4.44,61.6
8275,1.41,VS1,J,Ideal,56,7.19,7.22,4.44,61.6
8279,1.1,VS1,F,Ideal,57,6.67,6.65,4.11,61.7
8279,1.12,VS2,D,Ideal,55,6.63,6.66,4.12,62
8280,1.52,SI2,G,Good,61,7.25,7.28,4.58,63
8283,1.41,SI1,H,Very Good,59,7.08,7.14,4.45,62.6
8285,1.06,VS1,G,Ideal,57,6.54,6.61,4.02,61.1
8286,1.21,VVS1,H,Ideal,55,6.78,6.82,4.27,62.8
8288,1.61,SI2,E,Very Good,57,7.44,7.48,4.62,61.9
8291,1.5,SI1,I,Very Good,59,7.16,7.23,4.54,63.1
8293,1.23,VS1,G,Premium,60,6.99,6.94,4.15,59.6
8294,1.21,VS2,G,Premium,60,6.89,6.83,4.14,60.3
8294,1.21,IF,H,Premium,58,6.8,6.83,4.24,62.2
8298,1.24,VS1,G,Very Good,55,6.89,6.95,4.29,62
8299,1.52,SI2,G,Premium,57,7.5,7.44,4.55,60.9
8301,1.54,SI2,H,Very Good,56,7.33,7.38,4.58,62.3
8305,1.21,VS1,G,Premium,58,6.97,7.01,4.16,59.5
8311,1.51,SI2,D,Premium,56,7.37,7.32,4.51,61.4
8313,1.22,VS1,G,Ideal,56,6.93,6.88,4.23,61.3
8319,1.06,VVS1,G,Premium,58,6.57,6.53,4,61.1
8324,1.72,SI1,J,Premium,58,7.71,7.81,4.79,61.7
8334,1.2,VS2,F,Very Good,56,6.73,6.78,4.23,62.6
8346,1.16,VS1,E,Premium,58,6.89,6.87,4.04,58.7
8347,1.02,VS1,D,Ideal,57,6.4,6.44,4.02,62.6
8361,1.16,VVS2,G,Very Good,59,6.69,6.72,4.18,62.3
8364,1.74,VS2,J,Premium,62,7.62,7.54,4.7,61.9
8370,1.73,I1,E,Good,59,7.6,7.56,4.82,63.6
8371,1.5,SI1,I,Ideal,56,7.35,7.41,4.6,62.3
8373,1.01,VVS1,G,Very Good,59,6.47,6.41,3.98,61.8
8385,1.33,VS2,H,Ideal,57,7.18,7.23,4.29,59.5
8387,1.2,VS1,G,Good,58,6.59,6.56,4.18,63.6
8394,1.12,VS1,G,Ideal,54,6.65,6.69,4.17,62.5
8396,1.51,SI1,I,Ideal,60,7.39,7.37,4.52,61.2
8397,1.7,SI2,F,Premium,61,7.79,7.68,4.66,60.2
8401,1.01,VVS2,E,Very Good,58,6.4,6.46,3.96,61.6
8402,1.21,VS2,G,Premium,59,6.84,6.76,4.27,62.8
8405,1.08,VS1,F,Ideal,55,6.61,6.69,4.08,61.4
8408,1.12,VVS1,G,Very Good,57,6.67,6.72,4.08,60.9
8408,1.5,SI1,I,Very Good,54,7.34,7.31,4.62,63.1
8411,1.18,VS2,G,Very Good,54.7,6.74,6.77,4.23,62.7
8415,1.06,IF,G,Very Good,57,6.52,6.56,4,61.2
8415,1.19,VS2,F,Ideal,57,6.78,6.76,4.2,62
8416,1.01,VS1,D,Premium,58,6.41,6.38,3.99,62.4
8426,1.44,VS1,I,Premium,59,7.08,7.14,4.45,62.6
8429,1.31,VS1,H,Ideal,56,7,7.06,4.32,61.5
8429,1.31,VS1,H,Ideal,55,7.02,7.05,4.33,61.5
8442,1.2,VS1,G,Ideal,56,6.77,6.82,4.23,62.3
8444,1.51,SI2,H,Very Good,59,7.33,7.43,4.44,60.2
8449,1.24,VS1,G,Ideal,57,6.98,6.91,4.24,61.1
8463,1.27,SI1,D,Premium,58,6.92,6.87,4.31,62.5
8465,1.23,VS1,G,Ideal,57,6.89,6.86,4.25,61.8
8476,1.39,SI1,F,Premium,58,7.1,7.16,4.43,62.1
8485,1.02,VVS1,G,Ideal,56,6.39,6.42,4.01,62.6
8491,2.34,I1,I,Premium,60,8.47,8.43,5.2,61.5
8498,1.55,VS2,J,Ideal,55,7.41,7.49,4.58,61.4
8499,1.53,SI2,H,Ideal,57,7.42,7.34,4.57,61.9
8501,1.32,VVS1,I,Ideal,56,7.09,7.07,4.32,61
8509,1.23,VVS2,H,Ideal,57,6.87,6.92,4.25,61.6
8515,1.59,VS1,J,Very Good,59,7.49,7.54,4.56,60.7
8517,1.5,SI2,D,Good,61,7.23,7.36,4.55,62.4
8518,1.56,SI2,E,Ideal,56,7.53,7.49,4.59,61.2
8524,1.51,VS1,J,Very Good,63,7.31,7.24,4.45,61.2
8525,1.01,VVS2,F,Very Good,56,6.42,6.48,3.99,61.9
8526,1.59,VS2,J,Very Good,58.1,7.39,7.45,4.66,62.9
8528,1.11,VS1,F,Very Good,55,6.69,6.71,4.07,60.7
8532,1.01,VVS2,F,Ideal,57,6.46,6.52,3.96,61
8532,1.01,VVS2,F,Very Good,55,6.36,6.45,3.96,61.8
8549,1.27,VS2,G,Very Good,59,6.97,7.09,4.24,60.3
8552,1.01,VS1,F,Ideal,56,6.48,6.45,3.99,61.7
8558,1.33,VS1,H,Ideal,57,7.18,7.22,4.27,59.3
8561,1.12,VVS1,G,Premium,57,6.72,6.67,4.08,60.9
8563,1.2,VS2,E,Good,61,6.69,6.71,4.14,61.8
8564,1.18,VS2,G,Ideal,55,6.77,6.74,4.23,62.7
8564,1.12,VVS2,G,Very Good,59,6.58,6.61,4.13,62.6
8574,1.26,SI1,E,Ideal,59,6.92,6.96,4.27,61.5
8577,1.37,VS1,H,Premium,59,7.24,7.17,4.39,60.9
8580,1.5,SI2,G,Ideal,57,7.26,7.31,4.52,62
8580,1.2,VS1,F,Premium,58,6.78,6.71,4.2,62.3
8580,1.5,SI1,I,Premium,58,7.26,7.3,4.5,61.8
8580,1.5,SI2,G,Ideal,56,7.34,7.38,4.52,61.4
8580,1.52,VS1,J,Premium,59,7.38,7.32,4.57,62.2
8582,1.29,VS2,G,Ideal,57,6.89,6.92,4.35,62.5
8590,1.2,VS2,F,Ideal,56,6.82,6.79,4.24,62.3
8593,1.55,VS1,H,Premium,60,7.54,7.5,4.57,60.8
8602,1,VVS2,F,Premium,55,6.44,6.41,3.94,61.3
8608,1.03,VVS1,G,Ideal,57,6.47,6.39,4.01,62.4
8616,1.21,VS1,G,Premium,58,6.76,6.85,4.27,62.7
8616,1.21,VS1,G,Ideal,56,6.77,6.81,4.25,62.6
8619,1.06,VVS2,F,Ideal,57,6.57,6.62,4.03,61.1
8620,1.58,SI2,H,Very Good,57,7.36,7.45,4.62,62.4
8620,1.52,SI2,H,Ideal,60,7.31,7.37,4.55,62
8629,1.29,VS1,H,Very Good,58,7.01,7.04,4.27,60.8
8630,1.72,SI2,I,Very Good,57,7.6,7.58,4.81,63.4
8631,1.39,SI1,F,Premium,58,7.16,7.1,4.43,62.1
8633,1.12,VS1,D,Premium,57,6.68,6.65,4.14,62.1
8637,1.51,SI1,I,Very Good,60,7.23,7.3,4.52,62.2
8637,1.02,VS1,F,Ideal,57,6.49,6.44,4.01,62
8645,1.28,VS1,H,Very Good,55,6.98,7.04,4.29,61.2
8652,1.27,VS1,H,Ideal,56,6.95,6.97,4.27,61.4
8654,1.53,SI2,E,Very Good,59,7.38,7.21,4.61,63.1
8654,1.43,SI1,H,Very Good,59,7.23,7.29,4.48,61.7
8660,1.21,VS2,F,Premium,58,6.88,6.79,4.21,61.6
8662,1.5,VS2,I,Very Good,57,7.2,7.25,4.55,63
8662,1.5,VS2,I,Very Good,61,7.42,7.48,4.35,58.4
8663,1.47,SI1,H,Very Good,58,7.18,7.23,4.53,62.9
8663,1.7,SI1,I,Premium,59,7.79,7.75,4.55,58.6
8687,1.2,VS1,G,Ideal,54.3,6.76,6.8,4.25,62.6
8688,1.01,VVS2,F,Ideal,57,6.52,6.46,3.96,61
8688,1.01,VVS2,F,Premium,55,6.45,6.36,3.96,61.8
8688,1.72,SI1,J,Ideal,57,7.66,7.62,4.74,62
8690,1.71,SI1,J,Premium,59,7.63,7.7,4.73,61.7
8693,1.05,VVS2,F,Premium,59,6.56,6.48,4,61.3
8698,1.11,VS2,E,Ideal,53,6.67,6.69,4.14,62.1
8703,1.73,SI1,J,Good,55,7.42,7.47,4.88,65.6
8705,1.27,VS2,G,Ideal,54,6.92,6.87,4.33,62.8
8714,1.33,VS1,H,Ideal,57,7.22,7.18,4.27,59.3
8719,1.24,VS1,H,Ideal,57,6.91,6.95,4.23,61
8731,1.74,SI2,I,Good,64,7.82,7.71,4.67,60.1
8733,1.22,VS2,F,Ideal,56,6.8,6.78,4.25,62.6
8736,1.25,VS1,G,Premium,61,7.03,6.92,4.23,60
8736,1.5,SI1,I,Good,60,7.25,7.13,4.6,64
8736,1.5,SI2,G,Premium,61,7.36,7.33,4.46,60.7
8740,1.45,VS1,G,Premium,60,7.27,7.16,4.37,60.5
8743,1.14,VVS2,G,Ideal,55,6.64,6.72,4.18,62.3
8748,1.04,VVS2,E,Very Good,58,6.46,6.4,4.01,62.4
8758,1.51,SI1,I,Very Good,59,7.26,7.31,4.59,63
8759,1.23,VS1,G,Premium,58,6.87,6.89,4.22,61.3
8760,1.5,VVS2,J,Premium,60,7.36,7.33,4.54,61.8
8770,1.51,VVS2,J,Very Good,58,7.21,7.33,4.57,62.9
8771,1.34,VS2,H,Ideal,55,7.05,7.08,4.37,61.9
8772,1,VVS2,F,Very Good,57,6.34,6.41,3.97,62.3
8777,1.58,SI2,H,Premium,57,7.45,7.36,4.62,62.4
8779,1.49,SI1,F,Fair,63,7.2,7.34,4.33,59.6
8779,1.6,SI2,H,Ideal,55,7.53,7.55,4.64,61.5
8780,2.01,SI2,I,Good,57,8,7.95,5.1,63.8
8782,1.58,SI1,I,Very Good,55,7.42,7.45,4.69,63.1
8789,1.51,VVS2,J,Very Good,58,7.36,7.4,4.47,60.6
8793,1.22,IF,G,Very Good,59,6.8,6.85,4.23,62
8794,1.52,SI1,I,Very Good,58,7.23,7.3,4.63,63.7
8794,1.51,VS2,G,Fair,65,7.68,7.57,4.27,56
8794,1.51,SI1,I,Premium,60,7.34,7.27,4.57,62.6
8795,1.22,VS1,G,Very Good,58,6.84,6.86,4.19,61.2
8796,1.2,VS2,F,Premium,59,6.91,6.89,4.17,60.4
8796,1.1,VS1,F,Ideal,55,6.69,6.64,4.1,61.5
8800,1.71,SI2,I,Fair,60,7.5,7.46,4.87,65.1
8808,1.54,SI2,G,Very Good,61,7.35,7.42,4.54,61.5
8809,1.43,SI1,F,Premium,58,7.27,7.22,4.45,61.5
8810,1.52,SI2,E,Premium,62,7.2,7.13,4.44,62
8823,1.01,VS1,D,Premium,58,6.44,6.42,3.96,61.6
8831,1.71,VS2,J,Good,58,7.48,7.55,4.72,62.8
8831,1.55,VS2,I,Ideal,56,7.35,7.41,4.62,62.6
8836,1.51,VS2,I,Very Good,60,7.29,7.35,4.56,62.3
8836,1.51,SI1,E,Premium,58,7.4,7.27,4.62,63
8840,1.7,VS1,I,Premium,58,7.74,7.64,4.73,61.5
8849,1.01,VVS2,E,Very Good,57,6.31,6.39,4.01,63.1
8852,1.52,SI1,I,Premium,62,7.61,7.56,4.41,58.1
8858,1.56,SI1,I,Ideal,56,7.47,7.42,4.57,61.4
8858,1.56,VVS2,I,Premium,58,7.53,7.45,4.53,60.5
8864,1.21,VS1,G,Ideal,55,6.81,6.87,4.23,61.8
8868,1.52,SI2,D,Good,58,7.25,7.31,4.6,63.2
8869,1.01,IF,G,Ideal,59,6.47,6.5,3.94,60.8
8879,1.51,VS2,I,Fair,60,7.18,7.1,4.63,64.8
8886,1.6,VS2,J,Ideal,55,7.51,7.54,4.66,61.9
8887,1.71,VS2,J,Premium,61,7.74,7.69,4.65,60.3
8887,1.29,VS1,H,Ideal,57,7.01,7.05,4.3,61.2
8888,1.51,SI1,J,Ideal,54,7.26,7.35,4.57,62.6
8889,1.78,SI2,J,Premium,58,7.78,7.72,4.85,62.6
8902,1.21,VS1,E,Good,58,6.73,6.78,4.17,61.7
8903,1.15,VVS2,F,Ideal,55,6.74,6.69,4.17,62.1
8910,1,VVS2,E,Very Good,55,6.36,6.31,4.02,63.5
8910,1.5,SI2,E,Good,58,7.21,7.26,4.62,63.9
8910,1.5,VS1,I,Good,58,7.19,7.24,4.57,63.3
8910,1.5,SI2,E,Good,59,7.18,7.24,4.54,63
8912,1.14,VVS2,F,Very Good,56,6.56,6.71,4.2,63.3
8915,1.3,VS1,H,Ideal,59,6.97,7.03,4.29,61.3
8915,1.52,SI1,H,Good,59,7.11,7.18,4.58,64.1
8915,1.27,VS2,G,Ideal,58,6.89,6.95,4.29,62
8919,1.23,VS1,G,Premium,58,6.89,6.87,4.22,61.3
8920,1.23,VVS1,H,Ideal,56,6.89,6.91,4.24,61.4
8921,1.04,IF,G,Ideal,54,6.53,6.55,4.06,62.1
8923,1.54,SI2,G,Ideal,60,7.29,7.34,4.56,62.3
8927,1.36,SI1,G,Ideal,56,7.17,7.2,4.38,61
8929,1.24,VS2,F,Very Good,59,7,7.07,4.19,59.6
8930,1.34,SI1,D,Ideal,57,7.07,6.95,4.36,62.2
8936,1.5,VS2,H,Very Good,57,7.32,7.37,4.52,61.5
8943,1.01,VVS2,D,Good,57,6.29,6.36,4.03,63.7
8951,1.39,VS2,H,Very Good,61,7.27,7.33,4.34,59.5
8955,1.03,VVS1,G,Ideal,61,6.56,6.63,3.95,59.9
8956,1.01,VVS2,F,Good,65,6.38,6.42,3.91,61.1
8958,1,VVS2,F,Ideal,53,6.46,6.48,3.99,61.7
8959,1.26,VS1,H,Ideal,57,6.97,7.03,4.27,61
8969,1.54,SI2,G,Premium,61,7.42,7.35,4.54,61.5
8971,1.53,SI1,I,Ideal,54,7.43,7.5,1.53,61.9
8973,1.12,IF,G,Good,56,6.8,6.85,4.07,59.6
8975,1.51,VS1,I,Good,60,7.1,7.19,4.57,64
8978,1.61,SI1,I,Premium,58,7.46,7.51,4.64,62
8983,1.24,VS2,F,Ideal,53,6.93,6.9,4.27,61.7
8999,1.08,VS1,D,Premium,59,6.66,6.61,4.05,61
9003,1.21,VVS1,G,Premium,61,6.92,6.85,4.14,60.1
9013,1.01,VVS2,F,Premium,52,6.5,6.45,4.02,62.1
9013,1.05,IF,G,Very Good,61,6.64,6.67,3.92,58.9
9014,1,VVS2,F,Ideal,60,6.48,6.52,3.88,59.7
9022,1.53,SI1,I,Premium,57,7.38,7.29,4.59,62.6
9023,1.16,VVS1,G,Very Good,56,6.77,6.83,4.13,60.7
9030,1.23,VS1,G,Ideal,56,6.92,6.86,4.27,62
9032,1.28,VS2,G,Premium,59,6.94,6.89,4.3,62.2
9037,1.23,VS2,E,Premium,57,6.87,6.84,4.23,61.7
9041,1.55,VS1,H,Premium,61,7.64,7.59,4.45,58.4
9050,1,VVS2,E,Premium,59,6.46,6.42,3.97,61.6
9050,1.1,VVS2,G,Very Good,55.7,6.7,6.76,4.07,60.5
9051,1.3,VS2,G,Premium,60,6.99,7.04,4.27,60.9
9060,1.3,VS2,G,Ideal,55,7.01,7.04,4.35,61.9
9069,1.51,SI2,D,Good,60,7.25,7.3,4.52,62.1
9069,1.51,VS2,I,Ideal,56,7.27,7.32,4.57,62.6
9071,1.78,SI2,G,Good,57,7.73,7.62,4.9,63.8
9072,1.5,SI2,G,Premium,59,7.29,7.21,4.48,61.8
9072,1.5,SI2,E,Premium,62,7.29,7.21,4.53,62.4
9078,2.17,I1,F,Premium,59,8.43,8.35,5.09,60.7
9081,1.56,SI2,H,Ideal,55,7.39,7.48,4.64,62.4
9086,1.27,VS2,E,Premium,59,7.02,6.97,4.28,61.2
9092,1.06,VS2,E,Ideal,57,6.54,6.57,4.02,61.3
9106,1.62,SI2,F,Premium,60,7.52,7.55,4.64,61.6
9110,1.17,VVS2,G,Ideal,55,6.77,6.74,4.17,61.7
9116,1.51,VS2,I,Fair,62,7.57,7.51,4.43,58.8
9116,1.51,VS2,I,Good,58,7.23,7.21,4.6,63.7
9116,1.23,VS1,G,Ideal,58,6.85,6.9,4.25,61.8
9119,1.23,VS1,G,Ideal,56,6.92,6.98,4.25,61.2
9120,1.3,VS2,G,Premium,58,6.97,6.93,4.36,62.5
9126,1.12,IF,G,Premium,57,6.79,6.68,4.1,60.9
9138,1.12,VS2,F,Ideal,55,6.63,6.67,4.11,61.8
9148,1.1,VVS2,G,Ideal,56,6.67,6.63,4.1,61.7
9157,1.5,SI1,H,Very Good,57,7.26,7.3,4.56,62.6
9160,1.05,VS1,E,Ideal,56,6.57,6.48,4.05,62.1
9165,1.73,SI1,J,Premium,59,7.75,7.68,4.71,61
9166,1.22,VS1,G,Ideal,57,6.94,6.93,4.21,60.7
9171,1.54,VVS2,J,Ideal,58,7.32,7.37,4.61,62.8
9173,1.5,VS1,H,Very Good,59,7.15,7.1,4.51,63.3
9176,1.01,VVS1,F,Very Good,56,6.39,6.33,4.02,63.2
9176,1.58,SI1,I,Ideal,56,7.45,7.51,4.68,62.6
9177,1.51,SI1,I,Premium,60,7.27,7.31,4.5,61.7
9182,0.9,IF,D,Very Good,54,6.17,6.21,3.86,62.4
9189,1.53,VS2,I,Ideal,57,7.3,7.35,4.56,62.3
9201,1,VVS1,F,Very Good,57,6.31,6.36,3.96,62.5
9205,1.16,VVS2,G,Very Good,58,6.67,6.73,4.13,61.6
9205,1.79,SI1,J,Premium,60,7.79,7.83,4.76,60.9
9208,1.74,SI1,J,Ideal,54,7.73,7.69,4.79,62.1
9212,1.02,VVS2,F,Ideal,57,6.53,6.42,4.01,61.9
9216,1.45,VS2,H,Premium,59,7.44,7.42,4.34,58.4
9216,1.3,VS2,G,Premium,60,7.04,6.99,4.27,60.9
9224,1.64,SI2,H,Premium,58,7.58,7.54,4.68,61.9
9224,1,VVS2,E,Very Good,58,6.33,6.36,4,63
9233,1.34,VS2,G,Ideal,56,7.05,7.1,4.38,61.9
9233,1.55,VS2,I,Ideal,56,7.41,7.35,4.62,62.6
9234,1.51,VS2,I,Ideal,56,7.32,7.27,4.57,62.6
9235,1.52,SI1,H,Ideal,60,7.5,7.42,4.48,60.1
9243,1.26,VS1,G,Ideal,56,7.03,6.96,4.31,61.6
9245,1.03,VVS2,F,Ideal,56,6.45,6.48,4.01,62
9251,1.64,VS2,J,Ideal,54.5,7.53,7.57,4.71,62.4
9253,1.5,VS2,H,Premium,59,7.26,7.2,4.49,62.1
9253,1.35,VS2,G,Premium,56,7.08,7.05,4.43,62.7
9254,1.41,VS2,H,Good,60,7.12,7.04,4.52,63.8
9257,1.05,VVS2,F,Ideal,54,6.55,6.52,4.06,62.1
9260,1.18,VVS1,G,Ideal,57,6.84,6.78,4.16,61.1
9261,1.11,VS1,G,Ideal,55,6.67,6.71,4.1,61.3
9261,1.22,VS1,G,Very Good,58,6.85,6.9,4.21,61.2
9263,1.19,VS1,E,Premium,58,7.01,6.94,4.17,59.8
9271,1.73,SI1,J,Premium,58,7.78,7.73,4.71,60.7
9275,1.69,SI2,F,Premium,58,7.65,7.57,4.75,62.4
9276,1.7,VS2,J,Ideal,56,7.64,7.61,4.74,62.2
9281,1.5,VS1,I,Very Good,63,7.37,7.41,4.49,60.8
9281,1.5,SI2,E,Good,57,7.31,7.33,4.63,63.3
9281,1.04,VVS2,F,Ideal,56,6.53,6.46,4.04,62.2
